id,studentId,studentName,title,description,subject,assignedDate,dueDate,submittedDate,status,remark
HW001279,STU004,Nikhil Saxena,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001280,STU006,Arjun Saxena,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001281,STU007,Manish Mehta,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001282,STU008,Aishwarya Joshi,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001283,STU009,Amit Bansal,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001284,STU011,Neha Mishra,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001285,STU012,Sneha Mehta,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001286,STU013,Sagar Rao,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001287,STU015,Ananya Verma,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-07-08,2025-07-10,,pending,Not submitted yet
HW001288,STU017,Tanvi Nair,Physical Education Assignment,Complete the physical education exercises from chapter 2,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001289,STU018,Kritika Patel,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-07-08,2025-07-10,,pending,Not submitted yet
HW001290,STU019,Pooja Mehta,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,,pending,Not submitted yet
HW001291,STU020,Ravi Sharma,Physical Education Assignment,Complete the physical education exercises from chapter 2,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001292,STU022,Meera Sharma,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001293,STU023,Amit Kumar,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001294,STU025,Sakshi Mishra,Physical Education Assignment,Complete the physical education exercises from chapter 2,Physical Education,2025-07-08,2025-07-10,2025-07-08,submitted,Completed on time
HW001295,STU026,Harsh Arora,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001296,STU027,Aishwarya Arora,Physical Education Assignment,Complete the physical education exercises from chapter 1,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001297,STU028,Jyoti Saxena,Physical Education Assignment,Complete the physical education exercises from chapter 5,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001298,STU029,Pooja Joshi,Physical Education Assignment,Complete the physical education exercises from chapter 2,Physical Education,2025-07-08,2025-07-10,,assigned,Assigned
HW001299,STU031,Swati Bansal,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001300,STU033,Arjun Patel,Physical Education Assignment,Complete the physical education exercises from chapter 4,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001301,STU035,Divya Rao,Physical Education Assignment,Complete the physical education exercises from chapter 3,Physical Education,2025-07-08,2025-07-10,2025-07-09,submitted,Completed on time
HW001302,STU001,Meera Verma,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001303,STU002,Deepak Iyer,Science Assignment,Complete the science exercises from chapter 4,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001304,STU003,Rohit Kapoor,Science Assignment,Complete the science exercises from chapter 1,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001305,STU004,Nikhil Saxena,Science Assignment,Complete the science exercises from chapter 2,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001306,STU005,Abhishek Joshi,Science Assignment,Complete the science exercises from chapter 3,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001307,STU007,Manish Mehta,Science Assignment,Complete the science exercises from chapter 1,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001308,STU010,Sakshi Mehta,Science Assignment,Complete the science exercises from chapter 4,Science,2025-07-10,2025-07-12,,assigned,Assigned
HW001309,STU011,Neha Mishra,Science Assignment,Complete the science exercises from chapter 2,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001310,STU012,Sneha Mehta,Science Assignment,Complete the science exercises from chapter 2,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001311,STU013,Sagar Rao,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001312,STU015,Ananya Verma,Science Assignment,Complete the science exercises from chapter 4,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001313,STU016,Abhishek Reddy,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,,assigned,Assigned
HW001314,STU017,Tanvi Nair,Science Assignment,Complete the science exercises from chapter 3,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001315,STU019,Pooja Mehta,Science Assignment,Complete the science exercises from chapter 1,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001316,STU020,Ravi Sharma,Science Assignment,Complete the science exercises from chapter 1,Science,2025-07-10,2025-07-12,,assigned,Assigned
HW001317,STU022,Meera Sharma,Science Assignment,Complete the science exercises from chapter 3,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001318,STU023,Amit Kumar,Science Assignment,Complete the science exercises from chapter 2,Science,2025-07-10,2025-07-12,2025-07-10,submitted,Completed on time
HW001319,STU024,Manish Joshi,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001320,STU025,Sakshi Mishra,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001321,STU027,Aishwarya Arora,Science Assignment,Complete the science exercises from chapter 2,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001322,STU028,Jyoti Saxena,Science Assignment,Complete the science exercises from chapter 3,Science,2025-07-10,2025-07-12,,assigned,Assigned
HW001323,STU029,Pooja Joshi,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,2025-07-10,submitted,Completed on time
HW001324,STU030,Rahul Goyal,Science Assignment,Complete the science exercises from chapter 2,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001325,STU031,Swati Bansal,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001326,STU032,Aditya Rao,Science Assignment,Complete the science exercises from chapter 4,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001327,STU033,Arjun Patel,Science Assignment,Complete the science exercises from chapter 1,Science,2025-07-10,2025-07-12,2025-07-11,submitted,Completed on time
HW001328,STU034,Sagar Mishra,Science Assignment,Complete the science exercises from chapter 3,Science,2025-07-10,2025-07-12,,assigned,Assigned
HW001329,STU035,Divya Rao,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-10,2025-07-12,,pending,Not submitted yet
HW001330,STU001,Meera Verma,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-14,2025-07-16,2025-07-15,submitted,Completed on time
HW001331,STU002,Deepak Iyer,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001332,STU004,Nikhil Saxena,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001333,STU006,Arjun Saxena,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-14,2025-07-16,,pending,Not submitted yet
HW001334,STU008,Aishwarya Joshi,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,,pending,Not submitted yet
HW001335,STU009,Amit Bansal,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001336,STU010,Sakshi Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001337,STU011,Neha Mishra,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001338,STU012,Sneha Mehta,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-14,2025-07-16,2025-07-15,submitted,Completed on time
HW001339,STU014,Anjali Tiwari,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,,pending,Not submitted yet
HW001340,STU016,Abhishek Reddy,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001341,STU017,Tanvi Nair,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-14,2025-07-16,2025-07-15,submitted,Completed on time
HW001342,STU019,Pooja Mehta,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,,assigned,Assigned
HW001343,STU022,Meera Sharma,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001344,STU024,Manish Joshi,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,,pending,Not submitted yet
HW001345,STU025,Sakshi Mishra,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-14,2025-07-16,,pending,Not submitted yet
HW001346,STU026,Harsh Arora,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-14,2025-07-16,,pending,Not submitted yet
HW001347,STU028,Jyoti Saxena,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-14,2025-07-16,,assigned,Assigned
HW001348,STU029,Pooja Joshi,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-14,2025-07-16,2025-07-15,submitted,Completed on time
HW001349,STU030,Rahul Goyal,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001350,STU031,Swati Bansal,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-15,submitted,Completed on time
HW001351,STU034,Sagar Mishra,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001352,STU035,Divya Rao,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-14,2025-07-16,2025-07-14,submitted,Completed on time
HW001353,STU001,Meera Verma,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,,pending,Not submitted yet
HW001354,STU003,Rohit Kapoor,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,,assigned,Assigned
HW001355,STU004,Nikhil Saxena,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001356,STU006,Arjun Saxena,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,,pending,Not submitted yet
HW001357,STU007,Manish Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001358,STU009,Amit Bansal,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001359,STU010,Sakshi Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001360,STU011,Neha Mishra,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001361,STU012,Sneha Mehta,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,,assigned,Assigned
HW001362,STU013,Sagar Rao,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001363,STU014,Anjali Tiwari,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001364,STU015,Ananya Verma,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001365,STU017,Tanvi Nair,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001366,STU018,Kritika Patel,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001367,STU019,Pooja Mehta,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-16,2025-07-18,,pending,Not submitted yet
HW001368,STU021,Aishwarya Bansal,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001369,STU023,Amit Kumar,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001370,STU024,Manish Joshi,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001371,STU025,Sakshi Mishra,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001372,STU027,Aishwarya Arora,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001373,STU028,Jyoti Saxena,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,,assigned,Assigned
HW001374,STU029,Pooja Joshi,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001375,STU030,Rahul Goyal,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001376,STU031,Swati Bansal,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,,pending,Not submitted yet
HW001377,STU032,Aditya Rao,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-16,2025-07-18,2025-07-16,submitted,Completed on time
HW001378,STU035,Divya Rao,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-16,2025-07-18,2025-07-17,submitted,Completed on time
HW001379,STU002,Deepak Iyer,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001380,STU004,Nikhil Saxena,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001381,STU005,Abhishek Joshi,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001382,STU006,Arjun Saxena,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,,assigned,Assigned
HW001383,STU007,Manish Mehta,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001384,STU009,Amit Bansal,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001385,STU010,Sakshi Mehta,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-18,2025-07-20,,pending,Not submitted yet
HW001386,STU011,Neha Mishra,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001387,STU013,Sagar Rao,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-18,2025-07-20,,assigned,Assigned
HW001388,STU017,Tanvi Nair,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,,assigned,Assigned
HW001389,STU018,Kritika Patel,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,,pending,Not submitted yet
HW001390,STU019,Pooja Mehta,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001391,STU022,Meera Sharma,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001392,STU024,Manish Joshi,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001393,STU025,Sakshi Mishra,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001394,STU026,Harsh Arora,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001395,STU028,Jyoti Saxena,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001396,STU029,Pooja Joshi,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001397,STU031,Swati Bansal,Hindi Assignment,Complete the hindi exercises from chapter 2,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001398,STU032,Aditya Rao,Hindi Assignment,Complete the hindi exercises from chapter 4,Hindi,2025-07-18,2025-07-20,,pending,Not submitted yet
HW001399,STU033,Arjun Patel,Hindi Assignment,Complete the hindi exercises from chapter 3,Hindi,2025-07-18,2025-07-20,2025-07-19,submitted,Completed on time
HW001400,STU034,Sagar Mishra,Hindi Assignment,Complete the hindi exercises from chapter 1,Hindi,2025-07-18,2025-07-20,2025-07-18,submitted,Completed on time
HW001401,STU035,Divya Rao,Hindi Assignment,Complete the hindi exercises from chapter 5,Hindi,2025-07-18,2025-07-20,,assigned,Assigned
HW001402,STU001,Meera Verma,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-24,2025-07-26,,assigned,Assigned
HW001403,STU002,Deepak Iyer,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,2025-07-25,submitted,Completed on time
HW001404,STU003,Rohit Kapoor,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001405,STU004,Nikhil Saxena,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001406,STU005,Abhishek Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 2,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001407,STU006,Arjun Saxena,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001408,STU007,Manish Mehta,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-24,2025-07-26,,assigned,Assigned
HW001409,STU008,Aishwarya Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-24,2025-07-26,,assigned,Assigned
HW001410,STU009,Amit Bansal,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001411,STU010,Sakshi Mehta,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001412,STU011,Neha Mishra,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,2025-07-25,submitted,Completed on time
HW001413,STU013,Sagar Rao,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001414,STU014,Anjali Tiwari,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001415,STU016,Abhishek Reddy,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,2025-07-25,submitted,Completed on time
HW001416,STU017,Tanvi Nair,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-24,2025-07-26,2025-07-25,submitted,Completed on time
HW001417,STU018,Kritika Patel,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001418,STU019,Pooja Mehta,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001419,STU020,Ravi Sharma,Social Studies Assignment,Complete the social studies exercises from chapter 2,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001420,STU021,Aishwarya Bansal,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001421,STU022,Meera Sharma,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001422,STU024,Manish Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-24,2025-07-26,,assigned,Assigned
HW001423,STU026,Harsh Arora,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001424,STU027,Aishwarya Arora,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001425,STU030,Rahul Goyal,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,,assigned,Assigned
HW001426,STU031,Swati Bansal,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001427,STU034,Sagar Mishra,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-24,2025-07-26,,pending,Not submitted yet
HW001428,STU035,Divya Rao,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-24,2025-07-26,2025-07-24,submitted,Completed on time
HW001429,STU003,Rohit Kapoor,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,,assigned,Assigned
HW001430,STU005,Abhishek Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001431,STU006,Arjun Saxena,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,2025-07-28,submitted,Completed on time
HW001432,STU008,Aishwarya Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001433,STU009,Amit Bansal,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001434,STU011,Neha Mishra,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001435,STU012,Sneha Mehta,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001436,STU013,Sagar Rao,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001437,STU014,Anjali Tiwari,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,2025-07-29,submitted,Completed on time
HW001438,STU016,Abhishek Reddy,Social Studies Assignment,Complete the social studies exercises from chapter 2,Social Studies,2025-07-28,2025-07-30,2025-07-29,submitted,Completed on time
HW001439,STU017,Tanvi Nair,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001440,STU019,Pooja Mehta,Social Studies Assignment,Complete the social studies exercises from chapter 2,Social Studies,2025-07-28,2025-07-30,2025-07-29,submitted,Completed on time
HW001441,STU020,Ravi Sharma,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,2025-07-29,submitted,Completed on time
HW001442,STU021,Aishwarya Bansal,Social Studies Assignment,Complete the social studies exercises from chapter 4,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001443,STU023,Amit Kumar,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,,assigned,Assigned
HW001444,STU024,Manish Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,2025-07-28,submitted,Completed on time
HW001445,STU025,Sakshi Mishra,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,,assigned,Assigned
HW001446,STU026,Harsh Arora,Social Studies Assignment,Complete the social studies exercises from chapter 1,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001447,STU027,Aishwarya Arora,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001448,STU028,Jyoti Saxena,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001449,STU029,Pooja Joshi,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,2025-07-28,submitted,Completed on time
HW001450,STU032,Aditya Rao,Social Studies Assignment,Complete the social studies exercises from chapter 3,Social Studies,2025-07-28,2025-07-30,2025-07-29,submitted,Completed on time
HW001451,STU034,Sagar Mishra,Social Studies Assignment,Complete the social studies exercises from chapter 2,Social Studies,2025-07-28,2025-07-30,,assigned,Assigned
HW001452,STU035,Divya Rao,Social Studies Assignment,Complete the social studies exercises from chapter 5,Social Studies,2025-07-28,2025-07-30,,pending,Not submitted yet
HW001453,STU002,Deepak Iyer,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-30,2025-08-01,,pending,Not submitted yet
HW001454,STU004,Nikhil Saxena,Science Assignment,Complete the science exercises from chapter 3,Science,2025-07-30,2025-08-01,2025-07-30,submitted,Completed on time
HW001455,STU005,Abhishek Joshi,Science Assignment,Complete the science exercises from chapter 4,Science,2025-07-30,2025-08-01,2025-07-31,submitted,Completed on time
HW001456,STU006,Arjun Saxena,Science Assignment,Complete the science exercises from chapter 1,Science,2025-07-30,2025-08-01,2025-07-30,submitted,Completed on time
HW001457,STU007,Manish Mehta,Science Assignment,Complete the science exercises from chapter 5,Science,2025-07-30,2025-08-01,2025-07-30,submitted,Completed on time
HW001458,STU010,Sakshi Mehta,Science Assignment,Complete the science exercises from chapter 4,Science,2025-07-30,2025-08-01,,assigned,Assigned
